customer_id,first_name,last_name,email,city,country,rental_id,rental_date,return_date,rental_duration_days,payment_id,amount,payment_date,film_id
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,14685,2005-08-21 20:31:25,2005-08-22 21:02:25,1,1888,0.99,2005-08-21 20:31:25,292
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,14767,2005-08-21 23:43:00,2005-08-29 05:26:00,8,1889,2.99,2005-08-21 23:43:00,273
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,15547,2005-08-23 04:25:50,2005-08-26 00:57:50,3,1890,2.99,2005-08-23 04:25:50,326
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,172,2005-05-26 03:17:42,2005-05-29 04:11:42,3,4763,0.99,2005-05-26 03:17:42,630
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,380,2005-05-27 09:34:39,2005-06-04 11:45:39,8,4764,6.99,2005-05-27 09:34:39,385
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,553,2005-05-28 08:14:44,2005-06-02 03:01:44,5,4765,3.99,2005-05-28 08:14:44,298
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,663,2005-05-28 21:23:02,2005-06-02 17:39:02,5,4766,1.99,2005-05-28 21:23:02,870
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,1062,2005-05-31 08:38:20,2005-06-09 08:23:20,9,4767,7.99,2005-05-31 08:38:20,481
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,1291,2005-06-15 08:55:01,2005-06-24 04:22:01,9,4768,5.99,2005-06-15 08:55:01,679
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,1741,2005-06-16 16:31:37,2005-06-25 21:38:37,9,4769,7.99,2005-06-16 16:31:37,814
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,1836,2005-06-16 23:13:05,2005-06-24 01:40:05,8,4770,6.99,2005-06-16 23:13:05,603
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,2181,2005-06-18 00:48:31,2005-06-25 06:43:31,7,4771,8.99,2005-06-18 00:48:31,763
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,2218,2005-06-18 03:13:13,2005-06-18 21:16:13,0,4772,2.99,2005-06-18 03:13:13,782
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,2427,2005-06-18 17:45:00,2005-06-27 20:07:00,9,4773,2.99,2005-06-18 17:45:00,931
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,2503,2005-06-18 23:17:19,2005-06-23 03:57:19,5,4774,1.99,2005-06-18 23:17:19,545
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,2922,2005-06-20 04:13:47,2005-06-22 04:38:47,2,4775,4.99,2005-06-20 04:13:47,365
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,3643,2005-07-06 07:20:08,2005-07-11 07:01:08,5,4776,4.99,2005-07-06 07:20:08,185
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,3931,2005-07-06 21:03:46,2005-07-16 01:32:46,10,4777,6.99,2005-07-06 21:03:46,40
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,4121,2005-07-07 07:13:50,2005-07-13 04:32:50,6,4778,3.99,2005-07-07 07:13:50,530
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,6035,2005-07-11 03:01:45,2005-07-14 01:04:45,3,4779,2.99,2005-07-11 03:01:45,761
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,6354,2005-07-11 20:54:27,2005-07-18 23:46:27,7,4780,6.99,2005-07-11 20:54:27,704
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,7017,2005-07-27 02:16:03,2005-07-31 07:49:03,4,4781,4.99,2005-07-27 02:16:03,165
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,7025,2005-07-27 02:40:29,2005-07-29 23:02:29,2,4782,2.99,2005-07-27 02:40:29,772
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,7210,2005-07-27 09:19:05,2005-07-28 04:35:05,1,4783,2.99,2005-07-27 09:19:05,433
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,7521,2005-07-27 21:04:42,2005-08-03 16:06:42,7,4784,2.99,2005-07-27 21:04:42,690
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,7751,2005-07-28 05:56:13,2005-08-05 08:08:13,8,4785,5.99,2005-07-28 05:56:13,967
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,8279,2005-07-29 01:43:37,2005-08-03 02:36:37,5,4786,2.99,2005-07-29 01:43:37,841
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,9145,2005-07-30 10:27:55,2005-08-07 14:41:55,8,4787,6.99,2005-07-30 10:27:55,121
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,10277,2005-08-01 03:22:41,2005-08-05 05:07:41,4,4788,2.99,2005-08-01 03:22:41,322
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,10441,2005-08-01 08:55:56,2005-08-03 10:26:56,2,4789,0.99,2005-08-01 08:55:56,896
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,10862,2005-08-02 00:17:34,2005-08-08 00:31:34,6,4790,2.99,2005-08-02 00:17:34,240
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,11678,2005-08-17 06:07:39,2005-08-21 10:51:39,4,4791,5.99,2005-08-17 06:07:39,768
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,12299,2005-08-18 05:32:32,2005-08-22 08:14:32,4,4792,2.99,2005-08-18 05:32:32,199
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,12718,2005-08-18 21:21:44,2005-08-20 01:01:44,2,4793,2.99,2005-08-18 21:21:44,707
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,13170,2005-08-19 13:45:48,2005-08-27 11:00:48,8,4794,7.99,2005-08-19 13:45:48,239
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,13186,2005-08-19 14:23:19,2005-08-28 11:26:19,9,4795,5.99,2005-08-19 14:23:19,615
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,14083,2005-08-20 23:42:31,2005-08-28 21:44:31,8,4796,7.99,2005-08-20 23:42:31,396
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,14232,2005-08-21 05:07:02,2005-08-29 06:57:02,8,4797,1.99,2005-08-21 05:07:02,595
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,15311,2005-08-22 19:56:52,2005-08-31 20:15:52,9,4798,4.99,2005-08-22 19:56:52,789
176,june,carroll,june.carroll@sakilacustomer.org,skikda,algeria,15933,2005-08-23 18:36:44,2005-08-26 12:41:44,3,4799,4.99,2005-08-23 18:36:44,765
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,1258,2005-06-15 06:21:30,2005-06-18 05:43:30,3,8653,4.99,2005-06-15 06:21:30,989
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,1484,2005-06-15 21:22:35,2005-06-20 02:27:35,5,8654,3.99,2005-06-15 21:22:35,349
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,1567,2005-06-16 03:13:30,2005-06-21 23:56:30,5,8655,1.99,2005-06-16 03:13:30,681
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,2216,2005-06-18 03:08:17,2005-06-19 08:13:17,1,8656,4.99,2005-06-18 03:08:17,313
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,2883,2005-06-20 01:29:10,2005-06-28 06:12:10,8,8657,7.99,2005-06-20 01:29:10,127
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,3519,2005-07-06 00:57:29,2005-07-10 21:12:29,4,8658,0.99,2005-07-06 00:57:29,940
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,3756,2005-07-06 12:40:38,2005-07-11 09:29:38,5,8659,4.99,2005-07-06 12:40:38,6
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,4173,2005-07-07 09:57:26,2005-07-10 04:05:26,3,8660,2.99,2005-07-07 09:57:26,930
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,7057,2005-07-27 03:50:03,2005-08-04 04:36:03,8,8661,4.99,2005-07-27 03:50:03,266
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,7064,2005-07-27 03:53:29,2005-08-03 06:32:29,7,8662,3.99,2005-07-27 03:53:29,914
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,7930,2005-07-28 12:21:08,2005-07-30 11:56:08,2,8663,4.99,2005-07-28 12:21:08,911
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,8144,2005-07-28 20:30:55,2005-07-31 18:10:55,3,8664,4.99,2005-07-28 20:30:55,777
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,8235,2005-07-29 00:22:56,2005-08-03 04:03:56,5,8665,4.99,2005-07-29 00:22:56,347
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,8238,2005-07-29 00:30:06,2005-08-02 22:52:06,4,8666,0.99,2005-07-29 00:30:06,646
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,8794,2005-07-29 20:59:38,2005-07-31 00:15:38,2,8667,4.99,2005-07-29 20:59:38,768
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,9509,2005-07-31 00:22:42,2005-08-03 23:24:42,3,8668,0.99,2005-07-31 00:22:42,178
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,11208,2005-08-02 12:02:37,2005-08-05 10:56:37,3,8669,0.99,2005-08-02 12:02:37,997
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,11560,2005-08-17 01:20:30,2005-08-18 04:29:30,1,8670,2.99,2005-08-17 01:20:30,503
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,14171,2005-08-21 03:00:42,2005-08-24 00:54:42,3,8671,0.99,2005-08-21 03:00:42,910
320,anthony,schwab,anthony.schwab@sakilacustomer.org,tafuna,american samoa,15302,2005-08-22 19:44:53,2005-08-24 18:13:53,2,8672,2.99,2005-08-22 19:44:53,42
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,204,2005-05-26 07:30:37,2005-05-30 08:11:37,4,14205,0.99,2005-05-26 07:30:37,401
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,472,2005-05-27 21:36:15,2005-05-29 21:07:15,2,14206,0.99,2005-05-27 21:36:15,295
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,533,2005-05-28 06:14:46,2005-06-01 06:26:46,4,14207,5.99,2005-05-28 06:14:46,938
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,695,2005-05-29 01:50:53,2005-06-03 02:28:53,5,14208,3.99,2005-05-29 01:50:53,930
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,793,2005-05-29 16:44:08,2005-06-06 19:21:08,8,14209,5.99,2005-05-29 16:44:08,84
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,1875,2005-06-17 02:45:10,2005-06-22 22:54:10,5,14210,2.99,2005-06-17 02:45:10,361
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,2019,2005-06-17 12:38:44,2005-06-23 17:38:44,6,14211,4.99,2005-06-17 12:38:44,502
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,3654,2005-07-06 07:45:31,2005-07-12 09:59:31,6,14212,4.99,2005-07-06 07:45:31,354
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,3664,2005-07-06 08:15:57,2005-07-08 06:11:57,2,14213,0.99,2005-07-06 08:15:57,738
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,4050,2005-07-07 03:35:33,2005-07-15 03:11:33,8,14214,9.99,2005-07-07 03:35:33,21
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,4593,2005-07-08 06:38:12,2005-07-16 10:48:12,8,14215,5.99,2005-07-08 06:38:12,637
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,5215,2005-07-09 11:47:58,2005-07-18 09:58:58,9,14216,3.99,2005-07-09 11:47:58,849
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,6561,2005-07-12 05:24:02,2005-07-16 03:43:02,4,14217,0.99,2005-07-12 05:24:02,998
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,7569,2005-07-27 22:38:53,2005-08-05 19:03:53,9,14218,7.99,2005-07-27 22:38:53,502
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,8112,2005-07-28 19:11:07,2005-08-03 18:41:07,6,14219,4.99,2005-07-28 19:11:07,533
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,8727,2005-07-29 18:09:57,2005-08-03 13:41:57,5,14220,3.99,2005-07-29 18:09:57,665
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,9488,2005-07-30 23:42:42,2005-08-08 22:15:42,9,14221,8.99,2005-07-30 23:42:42,917
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,10084,2005-07-31 20:11:29,2005-08-06 22:28:29,6,14222,3.99,2005-07-31 20:11:29,115
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,10673,2005-08-01 17:11:51,2005-08-03 13:32:51,2,14223,0.99,2005-08-01 17:11:51,600
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,10880,2005-08-02 00:34:12,2005-08-06 21:15:12,4,14224,2.99,2005-08-02 00:34:12,99
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,12818,2005-08-19 01:04:59,2005-08-26 21:39:59,7,14225,3.99,2005-08-19 01:04:59,675
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,13518,2005-08-20 02:36:17,2005-08-24 08:06:17,4,14226,2.99,2005-08-20 02:36:17,78
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,13600,2005-08-20 06:00:25,2005-08-28 02:39:25,8,14227,7.99,2005-08-20 06:00:25,95
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,14148,2005-08-21 02:17:49,2005-08-22 00:12:49,1,14228,2.99,2005-08-21 02:17:49,351
528,claude,herzog,claude.herzog@sakilacustomer.org,benguela,angola,15880,2005-08-23 16:43:54,2005-08-31 14:40:54,8,14229,6.99,2005-08-23 16:43:54,556
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,63,2005-05-25 09:19:16,2005-05-27 04:24:16,2,10366,0.99,2005-05-25 09:19:16,873
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,766,2005-05-29 11:47:02,2005-06-06 07:14:02,8,10367,8.99,2005-05-29 11:47:02,465
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,1831,2005-06-16 22:22:17,2005-06-25 23:23:17,9,10368,7.99,2005-06-16 22:22:17,572
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,2228,2005-06-18 03:44:50,2005-06-23 00:28:50,5,10369,2.99,2005-06-18 03:44:50,109
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,2252,2005-06-18 05:05:18,2005-06-21 08:19:18,3,10370,2.99,2005-06-18 05:05:18,433
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,2318,2005-06-18 09:13:54,2005-06-23 07:19:54,5,10371,2.99,2005-06-18 09:13:54,505
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,2609,2005-06-19 07:13:12,2005-06-28 12:30:12,9,10372,7.99,2005-06-19 07:13:12,487
383,martin,bales,martin.bales@sakilacustomer.org,namibe,angola,3091,2005-06-20 16:02:59,2005-06-22 21:30:59,2,10373,2.99,2005-06-20 16:02:59,188
